Team,Season,SponsorName,SponsorIndustry,OriginalSponsorName,CorrectionID,Industry,Key
McLaren,2023,Immersive Labs,Cybersecurity,Immersive Labs,,Technology,immersivelabs
McLaren,2023,SunGod,Fashion,SunGod,,Luxury & Fashion,sungod
McLaren,2023,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
McLaren,2023,Google/Chrome,Technology,Google/Chrome,,Technology,googlechrome
McLaren,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
McLaren,2023,OKX,Crypto/Web3,OKX,,Crypto & Web3,okx
McLaren,2023,Android,Technology,Android,,Technology,android
McLaren,2023,DP World,Logistics,DP World,,"Travel, Hospitality & Logistics",dpworld
McLaren,2023,Jack Daniels,Beverages/Food,Jack Daniels,,Food & Beverage,jackdaniels
McLaren,2023,VM Ware,Technology,VM Ware,,Technology,vmware
McLaren,2023,Goldman Sachs,Finance,Goldman Sachs,,Financial Services,goldmansachs
McLaren,2023,DeWalt,Industrial,DeWalt,,Industrial & Aerospace,dewalt
McLaren,2023,Cadence,Technology,Cadence,,Technology,cadence
McLaren,2023,K-Swiss,Apparel,K-Swiss,,Apparel & Sportswear,kswiss
McLaren,2023,Lami Luxe,Consumer Goods,Lami Luxe,,Consumer Goods & Retail,lamiluxe
Mercedes,2023,Petronas,Energy/Oil,Petronas,,Energy,petronas
Mercedes,2023,Ineos,Chemicals,Ineos,,Industrial & Aerospace,ineos
Mercedes,2023,CrowdStrike,Cybersecurity,CrowdStrike,,Cybersecurity,crowdstrike
Mercedes,2023,TeamViewer,Technology,TeamViewer,,Technology,teamviewer
Mercedes,2023,UBS,Finance,UBS,,Financial Services,ubs
Mercedes,2023,Snapdragon,Technology,Snapdragon,,Technology,snapdragon
Mercedes,2023,G42,Technology,G42,,Technology,g42
Mercedes,2023,Akkodis,Technology,Akkodis,,Technology,akkodis
Mercedes,2023,IWC Schaffhausen,Luxury Watches,IWC Schaffhausen,,Luxury Watches,iwcschaffhausen
Mercedes,2023,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Mercedes,2023,Solera,Technology,Solera,,Technology,solera
Mercedes,2023,Nuvei,Finance,Nuvei,,Financial Services,nuvei
Mercedes,2023,Einhell,Industrial,Einhell,,Industrial & Aerospace,einhell
Mercedes,2023,AMD,Technology,AMD,,Technology,amd
Mercedes,2023,The Ritz-Carlton,Hospitality,The Ritz-Carlton,,"Travel, Hospitality & Logistics",theritzcarlton
Mercedes,2023,Sherwin Williams,Industrial,Sherwin Williams,,Industrial & Aerospace,sherwinwilliams
Mercedes,2023,Tommy Hilfiger,Fashion,Tommy Hilfiger,,Luxury & Fashion,tommyhilfiger
Mercedes,2023,Monster Energy,Beverages/Food,Monster Energy,,Food & Beverage,monsterenergy
Mercedes,2023,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Mercedes,2023,Police,Fashion,Police,,Luxury & Fashion,policeeyewear
Mercedes,2023,OZ Racing,Automotive,OZ Racing,,Automotive,ozracing
Mercedes,2023,Endless,Automotive,Endless,,Automotive,endless
Mercedes,2023,Eight Sleep,Consumer Goods,Eight Sleep,,Consumer Goods & Retail,eightsleep
Mercedes,2023,Fastly,Technology,Fastly,,Technology,fastly
Mercedes,2023,mCloud,Technology,mCloud,,Technology,mcloud
Mercedes,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2023,Rapid,Technology,Rapid,,Technology,rapid
RB/AlphaTauri/Toro Rosso,2023,Buzz,Technology,Buzz,,Technology,buzz
RB/AlphaTauri/Toro Rosso,2023,Orlen,Energy/Oil,Orlen,,Energy,orlen
RB/AlphaTauri/Toro Rosso,2023,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
RB/AlphaTauri/Toro Rosso,2023,Honda,Automotive,Honda,,Automotive,honda
RB/AlphaTauri/Toro Rosso,2023,Epicor,Technology,Epicor,,Technology,epicor
RB/AlphaTauri/Toro Rosso,2023,FlexBox,Technology,FlexBox,,Technology,flexbox
RB/AlphaTauri/Toro Rosso,2023,Randstad,Staffing,Randstad,,Business Services,randstad
RB/AlphaTauri/Toro Rosso,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
RB/AlphaTauri/Toro Rosso,2023,Ravenol,Energy/Oil,Ravenol,,Energy,ravenol
RB/AlphaTauri/Toro Rosso,2023,GMC,Automotive,GMC,,Automotive,gmc
RB/AlphaTauri/Toro Rosso,2023,P448,Apparel,P448,,Apparel & Sportswear,p448
RB/AlphaTauri/Toro Rosso,2023,Carl Friedrik,Travel/Luggage,Carl Friedrik,,Luxury & Fashion,carlfriedrik
RB/AlphaTauri/Toro Rosso,2023,Riedel,Technology,Riedel,,Technology,riedel
RB/AlphaTauri/Toro Rosso,2023,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
RB/AlphaTauri/Toro Rosso,2023,XMTrading,Finance,XMTrading,,Financial Services,xmtrading
RB/AlphaTauri/Toro Rosso,2023,Basso,Cycling,Basso,,Apparel & Sportswear,basso
Red Bull Racing,2023,Oracle,Technology,Oracle,,Technology,oracle
Red Bull Racing,2023,Tag Heuer,Luxury Watches,Tag Heuer,,Luxury Watches,tagheuer
Red Bull Racing,2023,Cash App,Finance,Cash App,,Financial Services,cashapp
Red Bull Racing,2023,Bybit,Crypto/Web3,Bybit,,Crypto & Web3,bybit
Red Bull Racing,2023,Rauch,Beverages/Food,Rauch,,Food & Beverage,rauch
Red Bull Racing,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Red Bull Racing,2023,Walmart,Retail,Walmart,,Consumer Goods & Retail,walmart
Red Bull Racing,2023,Mobil 1,Energy/Oil,Mobil 1,,Energy,mobil1
Red Bull Racing,2023,Esso,Energy/Oil,Esso,,Energy,esso
Red Bull Racing,2023,Siemens,Industrial,Siemens,,Industrial & Aerospace,siemens
Red Bull Racing,2023,AT&T,Telecom,AT&T,,Telecom,att
Red Bull Racing,2023,Inter Proteccion,Insurance,Inter Proteccion,,Financial Services,interproteccion
Red Bull Racing,2023,Hewlett Packard Enterprise,Technology,Hewlett Packard Enterprise,,Technology,hewlettpackardenterprise
Red Bull Racing,2023,Telcel,Telecom,Telcel,,Telecom,telcel
Red Bull Racing,2023,Hexagon,Technology,Hexagon,,Technology,hexagon
Red Bull Racing,2023,DMG Mori,Industrial,DMG Mori,,Industrial & Aerospace,dmgmori
Red Bull Racing,2023,Ansys,Technology,Ansys,,Technology,ansys
Red Bull Racing,2023,PWR,Automotive,PWR,,Automotive,pwr
Red Bull Racing,2023,Gold Standard,Finance,Gold Standard,,Financial Services,goldstandard
Red Bull Racing,2023,Armor All,Automotive,Armor All,,Automotive,armorall
Red Bull Racing,2023,America Movil,Telecom,America Movil,,Telecom,americamovil
Red Bull Racing,2023,Claro,Telecom,Claro,,Telecom,claro
Red Bull Racing,2023,Therabody,Fitness,Therabody,,Apparel & Sportswear,therabody
Red Bull Racing,2023,HP/Poly,Technology,HP/Poly,,Technology,hppoly
Red Bull Racing,2023,Ocean Bottle,Consumer Goods,Ocean Bottle,,Consumer Goods & Retail,oceanbottle
Red Bull Racing,2023,PokerStars,Gambling/Betting,PokerStars,,Other,pokerstars
Red Bull Racing,2023,AlphaTauri,Apparel,AlphaTauri,,Apparel & Sportswear,alphatauri
Red Bull Racing,2023,Built for Athletes,Apparel,Built for Athletes,,Apparel & Sportswear,builtforathletes
Red Bull Racing,2023,Castore,Apparel,Castore,,Apparel & Sportswear,castore
Red Bull Racing,2023,New Era,Apparel,New Era,,Apparel & Sportswear,newera
Red Bull Racing,2023,Athletic Propulsion Labs,Apparel,Athletic Propulsion Labs,,Apparel & Sportswear,athleticpropulsionlabs
Red Bull Racing,2023,BMC,Cycling,BMC,,Apparel & Sportswear,bmc
Red Bull Racing,2023,Blenders,Fashion,Blenders,,Luxury & Fashion,blenders
Red Bull Racing,2023,Hard Rock International,Hospitality,Hard Rock International,,"Travel, Hospitality & Logistics",hardrockinternational
Red Bull Racing,2023,ROKT,Technology,ROKT,,Technology,rokt
Red Bull Racing,2023,Honda,Automotive,Honda,,Automotive,honda
Red Bull Racing,2023,Arctic Wolf,Cybersecurity,Arctic Wolf,,Cybersecurity,arcticwolf
Red Bull Racing,2023,Zoom,Technology,Zoom,,Technology,zoom
Sauber/Alfa Romeo,2023,Alfa Romeo,Automotive,Alfa Romeo,,Automotive,alfaromeo
Sauber/Alfa Romeo,2023,Acceleron,Industrial,Acceleron,,Industrial & Aerospace,acceleron
Sauber/Alfa Romeo,2023,AMX,Technology,AMX,,Technology,amx
Sauber/Alfa Romeo,2023,Curam Domi,Technology,Curam Domi,,Technology,curamdomi
Sauber/Alfa Romeo,2023,Code Zero,Apparel,Code Zero,,Apparel & Sportswear,codezero
Sauber/Alfa Romeo,2023,Camozzi,Industrial,Camozzi,,Industrial & Aerospace,camozzi
Sauber/Alfa Romeo,2023,Delsey,Travel/Luggage,Delsey,,Luxury & Fashion,delsey
Sauber/Alfa Romeo,2023,Ferrari Trento,Beverages/Food,Ferrari Trento,,Food & Beverage,ferraritrento
Sauber/Alfa Romeo,2023,Globeair,Aviation,Globeair,,"Travel, Hospitality & Logistics",globeair
Sauber/Alfa Romeo,2023,Singha,Beverages/Food,Singha,,Food & Beverage,singha
Sauber/Alfa Romeo,2023,Additive Industries,Industrial,Additive Industries,,Industrial & Aerospace,additiveindustries
Sauber/Alfa Romeo,2023,Marelli,Automotive,Marelli,,Automotive,marelli
Sauber/Alfa Romeo,2023,Mitsubishi Electric,Industrial,Mitsubishi Electric,,Industrial & Aerospace,mitsubishielectric
Sauber/Alfa Romeo,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Sauber/Alfa Romeo,2023,Save the Children,Nonprofit,Save the Children,,Other,savethechildren
Sauber/Alfa Romeo,2023,Hyland,Technology,Hyland,,Technology,hyland
Sauber/Alfa Romeo,2023,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Sauber/Alfa Romeo,2023,Rebellion,Luxury Watches,Rebellion,,Luxury Watches,rebellion
Sauber/Alfa Romeo,2023,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Sauber/Alfa Romeo,2023,Socios.com,Crypto/Web3,Socios.com,,Crypto & Web3,socioscom
Sauber/Alfa Romeo,2023,Walter Meier,Industrial,Walter Meier,,Industrial & Aerospace,waltermeier
Sauber/Alfa Romeo,2023,Web Eyewear,Fashion,Web Eyewear,,Luxury & Fashion,webeyewear
Sauber/Alfa Romeo,2023,JigSpace,Technology,JigSpace,,Technology,jigspace
Sauber/Alfa Romeo,2023,AB Dynamics,Technology,AB Dynamics,,Technology,abdynamics
Sauber/Alfa Romeo,2023,Brutsch-Ruegger,Industrial,Brutsch-Ruegger,,Industrial & Aerospace,brutschruegger
Sauber/Alfa Romeo,2023,Riedel,Technology,Riedel,,Technology,riedel
Sauber/Alfa Romeo,2023,MindMaze,Technology,MindMaze,,Technology,mindmaze
Sauber/Alfa Romeo,2023,Stake,Gambling/Betting,Stake,,Other,stake
Sauber/Alfa Romeo,2023,Kick,Media,Kick,,Media & Entertainment,kick
Sauber/Alfa Romeo,2023,Agilis,Technology,Agilis,,Technology,agilis
Sauber/Alfa Romeo,2023,Assos,Apparel,Assos,,Apparel & Sportswear,assos
Sauber/Alfa Romeo,2023,Axim Trade,Finance,Axim Trade,,Financial Services,aximtrade
Sauber/Alfa Romeo,2023,Cielo,Finance,Cielo,,Financial Services,cielo
Sauber/Alfa Romeo,2023,Ciesse Piumini,Apparel,Ciesse Piumini,,Apparel & Sportswear,ciessepiumini
Sauber/Alfa Romeo,2023,Corinthian Re,Insurance,Corinthian Re,,Financial Services,corinthianre
Sauber/Alfa Romeo,2023,Diagnostix,Life Sciences,Diagnostix,,Other,diagnostix
Sauber/Alfa Romeo,2023,Edelweiss,Hospitality,Edelweiss,,"Travel, Hospitality & Logistics",edelweiss
Sauber/Alfa Romeo,2023,Everdome,Crypto/Web3,Everdome,,Crypto & Web3,everdome
Sauber/Alfa Romeo,2023,Georg Fischer,Industrial,Georg Fischer,,Industrial & Aerospace,georgfischer
Sauber/Alfa Romeo,2023,Kick Out Plastic,Nonprofit,Kick Out Plastic,,Other,kickoutplastic
Sauber/Alfa Romeo,2023,Mascot Workwear,Apparel,Mascot Workwear,,Apparel & Sportswear,mascotworkwear
Sauber/Alfa Romeo,2023,ProTech,Industrial,ProTech,,Industrial & Aerospace,protech
Sauber/Alfa Romeo,2023,Salt,Consumer Goods,Salt,,Consumer Goods & Retail,salt
Sauber/Alfa Romeo,2023,SenseTime,Technology,SenseTime,,Technology,sensetime
Sauber/Alfa Romeo,2023,Seagate,Technology,Seagate,,Technology,seagate
Sauber/Alfa Romeo,2023,WhistlePig,Beverages/Food,WhistlePig,,Food & Beverage,whistlepig
Williams,2023,Gulf,Energy/Oil,Gulf,,Energy,gulf
Williams,2023,Duracell,Consumer Goods,Duracell,,Consumer Goods & Retail,duracell
Williams,2023,Stephens,Finance,Stephens,,Financial Services,stephens
Williams,2023,Dorilton Ventures,Investment,Dorilton Ventures,,Financial Services,doriltonventures
Williams,2023,Acronis,Cybersecurity,Acronis,,Cybersecurity,acronis
Williams,2023,Michelob Ultra,Beverages/Food,Michelob Ultra,,Food & Beverage,michelobultra
Williams,2023,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Williams,2023,Broadcom Software,Technology,Broadcom Software,,Technology,broadcomsoftware
Williams,2023,Bremont,Luxury Watches,Bremont,,Luxury Watches,bremont
Williams,2023,PureStream,Technology,PureStream,,Technology,purestream
Williams,2023,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Williams,2023,Umbro,Apparel,Umbro,,Apparel & Sportswear,umbro
Williams,2023,Zeiss,Technology,Zeiss,,Technology,zeiss
Williams,2023,Crew Clothing Company,Apparel,Crew Clothing Company,,Apparel & Sportswear,crewclothingcompany
Williams,2023,PPG,Industrial,PPG,,Industrial & Aerospace,ppg
Williams,2023,OMP,Automotive,OMP,,Automotive,omp
Williams,2023,KX,Technology,KX,,Technology,kx
Williams,2023,DTex,Cybersecurity,DTex,,Cybersecurity,dtex
Williams,2023,Life Fitness,Fitness,Life Fitness,,Apparel & Sportswear,lifefitness
Williams,2023,SIA,Nonprofit,SIA,,Other,sia
Williams,2023,Jumeirah Hotels & Resorts,Hospitality,Jumeirah Hotels & Resorts,,"Travel, Hospitality & Logistics",jumeirahhotelsresorts
Alpine/Renault,2024,BWT,Water Technology,BWT,,Industrial & Aerospace,bwt
Alpine/Renault,2024,Castrol,Energy/Oil,Castrol,,Energy,castrol
Alpine/Renault,2024,BP Ultimate,Energy/Oil,BP Ultimate,,Energy,bpultimate
Alpine/Renault,2024,Renault E-Tech,Automotive,Renault E-Tech,,Automotive,renaultetech
Alpine/Renault,2024,Binance,Crypto/Web3,Binance,,Crypto & Web3,binance
Alpine/Renault,2024,Mobilize Financial Services,Finance,Mobilize Financial Services,,Financial Services,mobilizefinancialservices
Alpine/Renault,2024,Microsoft,Technology,Microsoft,,Technology,microsoft
Alpine/Renault,2024,Kappa,Apparel,Kappa,,Apparel & Sportswear,kappa
Alpine/Renault,2024,Sprinklr,Technology,Sprinklr,,Technology,sprinklr
Alpine/Renault,2024,Boeing,Aerospace,Boeing,,Industrial & Aerospace,boeing
Alpine/Renault,2024,Delphi,Automotive,Delphi,,Automotive,delphi
Alpine/Renault,2024,Eurodatacar,Technology,Eurodatacar,,Technology,eurodatacar
Alpine/Renault,2024,KWay,Apparel,KWay,,Apparel & Sportswear,kway
Alpine/Renault,2024,Shamir,Consumer Goods,Shamir,,Consumer Goods & Retail,shamir
Alpine/Renault,2024,Yahoo!,Media,Yahoo!,,Media & Entertainment,yahoo
Alpine/Renault,2024,3D Systems,Technology,3D Systems,,Technology,3dsystems
Alpine/Renault,2024,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Alpine/Renault,2024,Alpine Eyewear,Fashion,Alpine Eyewear,,Luxury & Fashion,alpineeyewear
Alpine/Renault,2024,GCaps,Technology,GCaps,,Technology,gcaps
Alpine/Renault,2024,Hexis,Industrial,Hexis,,Industrial & Aerospace,hexis
Alpine/Renault,2024,Matrix,Technology,Matrix,,Technology,matrix
Alpine/Renault,2024,Perkin Elmer,Life Sciences,Perkin Elmer,,Other,perkinelmer
Alpine/Renault,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Alpine/Renault,2024,Roland,Technology,Roland,,Technology,roland
Alpine/Renault,2024,Track Racer,Consumer Goods,Track Racer,,Consumer Goods & Retail,trackracer
Alpine/Renault,2024,Canel’s,Beverages/Food,Canel’s,,Food & Beverage,canels
Alpine/Renault,2024,businesssolver,Technology,businesssolver,,Technology,businesssolver
Alpine/Renault,2024,XBOX,Gaming,XBOX,,Media & Entertainment,xbox
Alpine/Renault,2024,mntn,Technology,mntn,,Technology,mntn
Alpine/Renault,2024,Amazon Music,Media,Amazon Music,,Media & Entertainment,amazonmusic
Alpine/Renault,2024,Qatar Airways,Aviation,Qatar Airways,,"Travel, Hospitality & Logistics",qatarairways
Alpine/Renault,2024,H Moser & Cie,Luxury Watches,H Moser & Cie,,Luxury Watches,hmosercie
Aston Martin/Racing Point/Force India,2024,Cognizant,Technology,Cognizant,,Technology,cognizant
Aston Martin/Racing Point/Force India,2024,Aramco,Energy/Oil,Aramco,,Energy,aramco
Aston Martin/Racing Point/Force India,2024,SentinelOne,Cybersecurity,SentinelOne,,Cybersecurity,sentinelone
Aston Martin/Racing Point/Force India,2024,Citi,Finance,Citi,,Financial Services,citi
Aston Martin/Racing Point/Force India,2024,Juniper Networks,Technology,Juniper Networks,,Technology,junipernetworks
Aston Martin/Racing Point/Force India,2024,JCB,Industrial,JCB,,Industrial & Aerospace,jcb
Aston Martin/Racing Point/Force India,2024,NetApp,Technology,NetApp,,Technology,netapp
Aston Martin/Racing Point/Force India,2024,Avatrade,Finance,Avatrade,,Financial Services,avatrade
Aston Martin/Racing Point/Force India,2024,Boss,Fashion,Boss,,Luxury & Fashion,boss
Aston Martin/Racing Point/Force India,2024,Girard Perregaux,Luxury Watches,Girard Perregaux,,Luxury Watches,girardperregaux
Aston Martin/Racing Point/Force India,2024,EPOS,Consumer Electronics,EPOS,,Technology,epos
Aston Martin/Racing Point/Force India,2024,Bombardier,Aerospace,Bombardier,,Industrial & Aerospace,bombardier
Aston Martin/Racing Point/Force India,2024,Globe Trotter,Travel/Luggage,Globe Trotter,,Luxury & Fashion,globetrotter
Aston Martin/Racing Point/Force India,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Aston Martin/Racing Point/Force India,2024,Tik Tok,Media,Tik Tok,,Media & Entertainment,tiktok
Aston Martin/Racing Point/Force India,2024,Ogio,Travel/Luggage,Ogio,,Luxury & Fashion,ogio
Aston Martin/Racing Point/Force India,2024,Oakley,Fashion,Oakley,,Luxury & Fashion,oakley
Aston Martin/Racing Point/Force India,2024,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Aston Martin/Racing Point/Force India,2024,Stilo,Automotive,Stilo,,Automotive,stilo
Aston Martin/Racing Point/Force India,2024,Velocity Black,Technology,Velocity Black,,Technology,velocityblack
Aston Martin/Racing Point/Force India,2024,Valvoline,Energy/Oil,Valvoline,,Energy,valvoline
Aston Martin/Racing Point/Force India,2024,NexGEN,Technology,NexGEN,,Technology,nexgen
Aston Martin/Racing Point/Force India,2024,Banco Master,Finance,Banco Master,,Financial Services,bancomaster
Aston Martin/Racing Point/Force India,2024,ServiceNow,Technology,ServiceNow,,Technology,servicenow
Aston Martin/Racing Point/Force India,2024,Regent Sea Cruises,Hospitality,Regent Sea Cruises,,"Travel, Hospitality & Logistics",regentseacruises
Aston Martin/Racing Point/Force India,2024,WolfGang Puck,Hospitality,WolfGang Puck,,"Travel, Hospitality & Logistics",wolfgangpuck
Aston Martin/Racing Point/Force India,2024,Financial Times,Media,Financial Times,,Media & Entertainment,financialtimes
Aston Martin/Racing Point/Force India,2024,OMP,Automotive,OMP,,Automotive,omp
Aston Martin/Racing Point/Force India,2024,Stichd,Apparel,Stichd,,Apparel & Sportswear,stichd
Ferrari,2024,Shell,Energy/Oil,Shell,,Energy,shell
Ferrari,2024,Santander,Finance,Santander,,Financial Services,santander
Ferrari,2024,Ray-Ban,Fashion,Ray-Ban,,Luxury & Fashion,rayban
Ferrari,2024,AWS,Technology,AWS,,Technology,aws
Ferrari,2024,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
Ferrari,2024,Ceva Logistics,Logistics,Ceva Logistics,,"Travel, Hospitality & Logistics",cevalogistics
Ferrari,2024,OMR Automotive,Automotive,OMR Automotive,,Automotive,omrautomotive
Ferrari,2024,MAHLE,Automotive,MAHLE,,Automotive,mahle
Ferrari,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Ferrari,2024,Puma,Apparel,Puma,,Apparel & Sportswear,puma
Ferrari,2024,Bell,Automotive,Bell,,Automotive,bell
Ferrari,2024,SKF,Industrial,SKF,,Industrial & Aerospace,skf
Ferrari,2024,VistaJet,Aviation,VistaJet,,"Travel, Hospitality & Logistics",vistajet
Ferrari,2024,NGK Spark Plugs,Automotive,NGK Spark Plugs,,Automotive,ngksparkplugs
Ferrari,2024,Brembo,Automotive,Brembo,,Automotive,brembo
Ferrari,2024,Riedel,Technology,Riedel,,Technology,riedel
Ferrari,2024,Iveco,Automotive,Iveco,,Automotive,iveco
Ferrari,2024,ManPower Group,Staffing,ManPower Group,,Business Services,manpowergroup
Ferrari,2024,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
Ferrari,2024,Garrett,Automotive,Garrett,,Automotive,garrett
Ferrari,2024,Giorgio Armani,Fashion,Giorgio Armani,,Luxury & Fashion,giorgioarmani
Ferrari,2024,Sabelt,Automotive,Sabelt,,Automotive,sabelt
Ferrari,2024,VGW Play,Gambling/Betting,VGW Play,,Other,vgwplay
Ferrari,2024,Genesys,Technology,Genesys,,Technology,genesys
Ferrari,2024,Bitdefender,Cybersecurity,Bitdefender,,Cybersecurity,bitdefender
Ferrari,2024,HCL Software,Technology,HCL Software,,Technology,hclsoftware
Ferrari,2024,Harman Automotive,Automotive,Harman Automotive,,Automotive,harmanautomotive
Ferrari,2024,ZCG,Finance,ZCG,,Financial Services,zcg
Ferrari,2024,Bang Olufsen,Consumer Electronics,Bang Olufsen,,Technology,bangolufsen
Ferrari,2024,Ecopol,Industrial,Ecopol,,Industrial & Aerospace,ecopol
Ferrari,2024,Riva,Luxury,Riva,,Luxury & Fashion,riva
Ferrari,2024,Ohlins,Automotive,Ohlins,,Automotive,ohlins
Ferrari,2024,DXC Technology,Technology,DXC Technology,,Technology,dxctechnology
Ferrari,2024,Peroni,Beverages/Food,Peroni,,Food & Beverage,peroni
Ferrari,2024,Philip Morris International,Tobacco,Philip Morris International,,Other,philipmorrisinternational
Ferrari,2024,Celsius,Beverages/Food,Celsius,,Food & Beverage,celsius
Haas,2024,Haas Automation,Industrial,Haas Automation,,Industrial & Aerospace,haasautomation
Haas,2024,Alpinestars,Apparel,Alpinestars,,Apparel & Sportswear,alpinestars
Haas,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
Haas,2024,Schuberth,Automotive,Schuberth,,Automotive,schuberth
Haas,2024,Taittinger,Beverages/Food,Taittinger,,Food & Beverage,taittinger
Haas,2024,Tricorp Workwear,Apparel,Tricorp Workwear,,Apparel & Sportswear,tricorpworkwear
Haas,2024,MoneyGram,Finance,MoneyGram,,Financial Services,moneygram
Haas,2024,Chipotle,Beverages/Food,Chipotle,,Food & Beverage,chipotle
Haas,2024,Haas Tooling,Industrial,Haas Tooling,,Industrial & Aerospace,haastooling
Haas,2024,Hantec Markets,Finance,Hantec Markets,,Financial Services,hantecmarkets
Haas,2024,Oak Berry,Beverages/Food,Oak Berry,,Food & Beverage,oakberry
Haas,2024,OpenSea,Crypto/Web3,OpenSea,,Crypto & Web3,opensea
Haas,2024,Palm Angels,Fashion,Palm Angels,,Luxury & Fashion,palmangels
Haas,2024,Travis Mathew,Apparel,Travis Mathew,,Apparel & Sportswear,travismathew
Haas,2024,Play & Go,Gaming,Play & Go,,Media & Entertainment,playgo
Haas,2024,MGM Rewards,Hospitality,MGM Rewards,,"Travel, Hospitality & Logistics",mgmrewards
Haas,2024,New Era,Apparel,New Era,,Apparel & Sportswear,newera
McLaren,2024,British-American Tobacco (A Better Tomorrow),Tobacco,British-American Tobacco (A Better Tomorrow),,Other,britishamericantobaccoabettertomorrow
McLaren,2024,Splunk,Technology,Splunk,,Technology,splunk
McLaren,2024,DarkTrace,Cybersecurity,DarkTrace,,Cybersecurity,darktrace
McLaren,2024,Dell Technologies,Technology,Dell Technologies,,Technology,delltechnologies
McLaren,2024,Alteryx,Technology,Alteryx,,Technology,alteryx
McLaren,2024,Smartsheet,Technology,Smartsheet,,Technology,smartsheet
McLaren,2024,Medallia,Technology,Medallia,,Technology,medallia
McLaren,2024,Arrow Electronics,Technology,Arrow Electronics,,Technology,arrowelectronics
McLaren,2024,Richard Mille,Luxury Watches,Richard Mille,,Luxury Watches,richardmille
McLaren,2024,Hilton,Hospitality,Hilton,,"Travel, Hospitality & Logistics",hilton
McLaren,2024,Coca Cola,Beverages/Food,Coca Cola,,Food & Beverage,cocacola
McLaren,2024,Unilever,Consumer Goods,Unilever,,Consumer Goods & Retail,unilever
McLaren,2024,FxPro,Finance,FxPro,,Financial Services,fxpro
McLaren,2024,Deloitte,Professional Services,Deloitte,,Business Services,deloitte
McLaren,2024,TUMI,Fashion,TUMI,,Luxury & Fashion,tumi
McLaren,2024,CNBC,Media,CNBC,,Media & Entertainment,cnbc
McLaren,2024,Sparco,Automotive,Sparco,,Automotive,sparco
McLaren,2024,Ashurst,Legal,Ashurst,,Business Services,ashurst
McLaren,2024,Stratasys,Technology,Stratasys,,Technology,stratasys
McLaren,2024,KAUST,Education,KAUST,,Business Services,kaust
McLaren,2024,New Era,Apparel,New Era,,Apparel & Sportswear,newera
McLaren,2024,FAI Aviation Group,Aviation,FAI Aviation Group,,"Travel, Hospitality & Logistics",faiaviationgroup
McLaren,2024,Cisco,Technology,Cisco,,Technology,cisco
McLaren,2024,Webex,Technology,Webex,,Technology,webex
McLaren,2024,AkzoNobel-Sikkens,Industrial,AkzoNobel-Sikkens,,Industrial & Aerospace,akzonobelsikkens
McLaren,2024,Castore,Apparel,Castore,,Apparel & Sportswear,castore
McLaren,2024,SunGod,Fashion,SunGod,,Luxury & Fashion,sungod
McLaren,2024,Technogym,Fitness,Technogym,,Apparel & Sportswear,technogym
McLaren,2024,Google/Chrome,Technology,Google/Chrome,,Technology,googlechrome
McLaren,2024,Pirelli,Automotive,Pirelli,,Automotive,pirelli
McLaren,2024,OKX,Crypto/Web3,OKX,,Crypto & Web3,okx
McLaren,2024,Android,Technology,Android,,Technology,android
McLaren,2024,DP World,Logistics,DP World,,"Travel, Hospitality & Logistics",dpworld
McLaren,2024,Jack Daniels,Beverages/Food,Jack Daniels,,Food & Beverage,jackdaniels
McLaren,2024,VM Ware,Technology,VM Ware,,Technology,vmware
McLaren,2024,DeWalt,Industrial,DeWalt,,Industrial & Aerospace,dewalt
McLaren,2024,Cadence,Technology,Cadence,,Technology,cadence
McLaren,2024,K-Swiss,Apparel,K-Swiss,,Apparel & Sportswear,kswiss
McLaren,2024,Monster Energy,Beverages/Food,Monster Energy,,Food & Beverage,monsterenergy
McLaren,2024,Salesforce,Technology,Salesforce,,Technology,salesforce
McLaren,2024,Estrella Galicia,Beverages/Food,Estrella Galicia,,Food & Beverage,estrellagalicia
McLaren,2024,Dropbox,Technology,Dropbox,,Technology,dropbox
McLaren,2024,Workday,Technology,Workday,,Technology,workday
